,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
3467,3467,26.0,0.4381999969482422,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",partai politik baru,positive
3468,3468,33.0,0.7318999767303467,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",mundur jadwal milu illegal langgar konstitusi parpol usul aman jabat,negative
3469,3469,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3470,3470,30.0,0.9351999759674072,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",rt paham politik harus sadar jokowi politikus jawa gaya politik mirip pak harto pantang,negative
3471,3471,22.0,0.878600001335144,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",sepakbola ga bakal lepas dunia politik wkwk,negative
3472,3472,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3473,3473,13.0,0.9190000295639038,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",djokhar deklarasi merdeka chechnya rusia rusia gak terima jadi perang kalah,positive
3474,3474,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",catat bela dusta keliling jilat sanjung khianat,negative
3475,3475,3.0,0.939300000667572,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",sedang tular media sosial klip ucap ahli parlimen seputeh yb esa kok dakwa pihak polis,negative
3476,3476,32.0,0.25999999046325684,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",cie ulang tahun pertama,negative
3477,3477,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3478,3478,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3479,3479,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3480,3480,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3481,3481,34.0,0.9190000295639038,"milu, ikut, alas, tunda, barat, takut, pertama, aman, pki, iri",milu pertama milu ikut tunda alas aman iri barat takut pki,negative
3482,3482,9.0,0.2736999988555908,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",gagal jaya asas tak mesti islam keredhaan main sentimen bodoh bodoh malah cerdik jg spt jgn percaya ulama politik kerna hnya utk parti tunduk hnya pd presiden,negative
3483,3483,27.0,0.757099986076355,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",ajar politik perang,negative
3484,3484,33.0,0.5837000012397766,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",dunia politik isina korupsi terus hakim ken ngebales pake jalan ampun trus putus adil tampil live jeng aya vote buat putus hukum,negative
3485,3485,24.0,0.9253000020980835,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",gus salah satu menteri jokowi dekat rakyat erick thohir ubaidillah amin dapat,negative
3486,3486,24.0,0.9253000020980835,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",menteri badan usaha milik negara nilai mampu sejahtera nelayan tani bijak erick,negative
3487,3487,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3488,3488,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3489,3489,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
3490,3490,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3491,3491,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gilir klub israel gapernah diginiin kompetisi eropa uefa bahkan fifa organisasi,negative
3492,3492,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3493,3493,24.0,0.9305999875068665,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",intelektual muda nu gus ubaid dapat pimpin nasional pasca presiden jokowi imbang turut,negative
3494,3494,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3495,3495,26.0,0.9429000020027161,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",rakyat johor dah mula cakap nak jadi mb nafas baru politik harap baru rakyat johor je,negative
3496,3496,3.0,0.5288000106811523,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",dulu kasus palestina kata sepak bola ikut campur konflik politik suatu negara eh sekarang pas ukraina kok aksi solidaritas apa pilih2 negara dar solidaritas banner respect mu omong kosong,negative
3497,3497,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3498,3498,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gilir klub israel gapernah diginiin kompetisi eropa uefa bahkan fifa organisasi,negative
3499,3499,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",catat bela dusta keliling jilat sanjung khianat,negative
3500,3500,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3501,3501,8.0,0.7275999784469604,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",pasal tu bn taknak slogan ni tukar stabil politik hehehe,negative
3502,3502,24.0,0.9117000102996826,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",menteri mampu sejahtera nelayan tani bijak sebut pihak pd masyarakat,positive
3503,3503,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3504,3504,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3505,3505,23.0,0.9028000235557556,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",prn alam jadi wartawan lebih fahami rakyat zulkifli bujang,negative
3506,3506,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
3507,3507,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",ingat kalau menang pilihanraya undi kisah skandal wang negara parti politik,negative
3508,3508,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3509,3509,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3510,3510,11.0,0.36800000071525574,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",ni media lama lama kok jd kendara politik marwah media informasi netral kritis data aktual gadai,negative
3511,3511,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3512,3512,14.0,0.9253000020980835,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",dukung gera kalau betul asal bener2 nu ukhuwah islamiyah tdk atas penting,negative
3513,3513,22.0,0.5198000073432922,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",sampe bahas perang politik sama ekonomi wkwkwk alhamdulilah,negative
3514,3514,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",ingat kalau menang pilihanraya undi kisah skandal wang negara parti politik,negative
3515,3515,11.0,0.39160001277923584,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",kata ndak mau ikut ikut politik lupa deh biasa gitu,negative
3516,3516,7.0,0.7321000099182129,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",sumber tempo partai perintah sebut istana serius usaha tunda milu utk panjang jabat,negative
3517,3517,27.0,0.757099986076355,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",ajar politik perang,negative
3518,3518,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3519,3519,3.0,0.9351999759674072,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",innalillahi gus yahya baru jg jadi ketua pbnu blm apa2 omong udh sbg lembaga,negative
3520,3520,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3521,3521,9.0,0.3898000121116638,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",cuma rakyat indonesia saudara2 sy mana kalian mau adu domba antar sama anak bangsa guna politik nafsu diri album volume,negative
3522,3522,19.0,0.2953999936580658,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",btul sokong umno bn pikir pelabur luar xambil kira indeks rasuah dunia stabil lama jd jaguh,negative
3523,3523,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",catat bela dusta keliling jilat sanjung khianat,negative
3524,3524,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3525,3525,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
3526,3526,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3527,3527,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gilir klub israel gapernah diginiin kompetisi eropa uefa bahkan fifa organisasi,negative
3528,3528,19.0,0.9190000295639038,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",mungkin rakyat punya batas sabar lihat tingkah pola elit politik kalau,negative
3529,3529,21.0,0.7645000219345093,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",orang cerdas lang dgn penuh kehati2an dar lang jengkal perlu berfikir benar apa salah langkah sihh guru baik alam terlbihini soal politik nyemplung yo,positive
3530,3530,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3531,3531,26.0,0.5529999732971191,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",diri fpci dino patti djalal nilai indonesia depan politik bebas aktif sikap konflik rusia ukraina,negative
3532,3532,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3533,3533,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3534,3534,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
3535,3535,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3536,3536,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3537,3537,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gilir klub israel gapernah diginiin kompetisi eropa uefa bahkan fifa organisasi,negative
3538,3538,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3539,3539,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3540,3540,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
3541,3541,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",catat bela dusta keliling jilat sanjung khianat,negative
3542,3542,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3543,3543,26.0,0.7150999903678894,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",jadi ini politik siapa main cantik jadi menang karena rakyat pintar dikadalin parpol,negative
3544,3544,3.0,0.902899980545044,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",kata sepakbola gaboleh politik politik gimana sih kaga konsisten,negative
3545,3545,16.0,0.9190000295639038,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",gilir klub israel gapernah diginiin kompetisi eropa uefa bahkan fifa organisasi,negative
3546,3546,5.0,0.9305999875068665,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",bila iman moral bukan kompas nilai difikir cuma mudarat manfaat politik malu mual,negative
3547,3547,15.0,0.838100016117096,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",salam ni maksud politik baru,negative
3548,3548,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
3549,3549,5.0,0.4481000006198883,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",sepak bola ga bawa politik kalo israel,negative
3550,3550,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3551,3551,5.0,0.9305999875068665,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",bukan ramai anak muda luar sana ingin perkara sama ubah politik kotor lama,negative
3552,3552,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3553,3553,15.0,0.838100016117096,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",salam ni maksud politik baru,negative
3554,3554,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
3555,3555,32.0,0.5568000078201294,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",surya paloh tolak jabat presiden panjang tiga,negative
3556,3556,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
